文本内容|实体关系1
A body was discovered inside a wall in the Yale University building at 10 Amistad Street|{[2,6],NN},{[31,35],DT},Content-Container
Term limits apply to many offices at both the federal and state level in the United States|{[5,11],NN},{[26,33],NN},Other
A German soldier attaches a EUFOR sign to a vehicle|{[34,38],NN},{[9,16],MD},Instrument-Agency
The essay makes the point that inventories are legally required|{[4,9],NN},{[31,42],VBP},Message-Topic
Samples of good practice were highlighted through film clips presented to the audience|{[50,60],NN},{[11,24],MD},Message-Topic
The sample was contained in a tightly sealed silver crucible |{[4,10],DT},{[45,60],NN},Content-Container
Liberal ideas insist on large gambles and conservatives rely on incremental small changes|{[8,13],VBP},{[30,37],DT},Other
A staysail schooner has no foresail but instead carries a main staysail between the masts in addition to the fore staysail ahead of the foremast|{[2,10],VBZ},{[11,19],NN},Component-Whole
Other reports talk about the former government troops that are holding out in other regions of Sierra Leone particularly the town of Makeni|{[6,13],NN},{[47,53],NN},Message-Topic
Often the message includes a warning regarding a problem related to related to the recipient's account|{[10,17],NN},{[29,36],DT},Component-Whole
You saw professional chefs using a garlic press |{[42,47],NN},{[21,26],VBP},Instrument-Agency
The relative proportion of the vancomycin release from the bone cement was lower although its initial quantity was four times higher|{[31,41],DT},{[64,70],VBP},Entity-Origin
Learning about the dynamics of addiction starts from repairing the damage that has been caused by the addiction |{[31,40],NN},{[67,73],DT},Cause-Effect
The thriving wool industry led to the development in Tregaron of one of the first Welsh banks the Bank of the Black Sheep|{[13,17],MD},{[18,26],VBP},Product-Producer
The roots of your teeth are fixed into a socket in your jawbone|{[4,9],MD},{[18,23],NN},Component-Whole
The first is that the ossicles are caused by an avulsion fracture 15 and the second is that the ossicles occur as a result of accessory ossification|{[22,30],NN},{[57,65],VBZ},Other
With operations in Scandinavia the company manufactures plastic drums  jerricans and pails|{[64,69],NN},{[35,42],VBP},Product-Producer
American scientists have discovered a way of creating new brain cells in a dish |{[58,69],NN},{[75,79],NN},Other
The accommodation comprises hall  dining room extended lounge kitchen two double bedrooms single bedroom shower room|{[28,32],DT},{[4,17],JJ},Component-Whole
Specific viral RNA and antigen were detected by reverse-transcription PCR and immunohistochemical evaluation respectively in nasal turbinates of birds |{[131,141],JJ},{[145,150],NN},Component-Whole
 Farmers till now have negotiated with the market as individuals|{[1,8],DT},{[43,49],DT},Other
The corporate regulator has been dragged into undertaker's inquiry |{[14,23],NN},{[59,66],VBP},Other
A febrile seizure is a convulsion in a child triggered by a fever |{[60,65],NN},{[23,33],VBP},Cause-Effect
The contraband was in a suitcase in the unclaimed luggage room at the airport|{[4,14],VBP},{[24,32],NN},Content-Container
Beyond its guardtowers the castle had two gatehouses  a barbican and a tall tower in the castle's inner ward|{[42,52],DT},{[27,33],DT},Component-Whole
In recent years much work has been invested into a new model of computers|{[21,25],MD},{[55,60],MD},Entity-Destination
The merchant facilitates attacks using fake or modified terminals towards tapping both the financial data stored on the cards as well as the pin of the cardsholders|{[120,125],DT},{[77,80],NN},Other
The study considered dairy farms  sheep and beef farms vineyards and orchards in Hawkes|{[4,9],NN},{[27,32],DT},Message-Topic
The presented case study charts the route taken by North Kesteven|{[14,24],DT},{[36,41],MD},Message-Topic
In one of the early years a quizmaster thought up an abstruse riddle based on an arcane area of study - then checked the only two books relating to it out of the library|{[62,68],NN},{[28,38],NN},Product-Producer
The angel was sent from the throneroom of God|{[4,9],JJ},{[28,38],NN},Entity-Origin
Bellini was not very good though like they used peach nectar instead of fresh peaches|{[54,60],NN},{[48,53],VBZ},Entity-Origin
This house has a false front door facing the river and a real entrance on Wilmington Street|{[29,33],NN},{[5,10],MD},Component-Whole
The researchers took advantage of a natural experiment to compare school performance with varying degrees of competition|{[44,54],NNP},{[4,15],NN},Instrument-Agency
He removed the glass slide precleaned in piranha solution that was placed upright in a beaker |{[21,26],NN},{[87,93],VBZ},Content-Container
I am prepared to accept what was going on in the family from letters written by your family |{[61,68],NN},{[49,55],DT},Product-Producer
The disruption of electricity and telecommunication lines have thrown the city into darkness |{[25,29],NN},{[84,92],DT},Other
The following is a list of journals and magazines relating to birding and ornithology arranged by place of publication|{[27,35],NN},{[62,69],NN},Message-Topic
The device established the company as a leading player in the digital decade|{[4,10],NN},{[27,34],VBP},Product-Producer
Entering a community of minds is conceptualized as a theoretical framework for understanding social cognitive development during the preschool years|{[24,29],NN},{[11,20],VBP},Member-Collection
Recently there is a movement afoot instigated by the heterodox section of the community  as well as by the followers of the Gatha Alone Cultists to proselytise others to become Zarthushtis|{[78,87],VBP},{[20,28],MD},Cause-Effect
The first point of his statement has relation to the house |{[10,15],NN},{[53,58],MD},Message-Topic
The experiments reported in this article investigated two specific properties of the location probability effect|{[4,15],NNP},{[67,77],NN},Other
Yet a recent tour of the handful of year-round farmers' markets in town turned up a cornucopia of fresh foods  from staples to rarities sweets to meats|{[84,94],VBP},{[104,109],NN},Other
The interference arrives from a direction near endfire since this is the direction where the interelement propagation delay for the interference is largest|{[4,16],VBP},{[32,41],NN},Entity-Origin
The ethmoid forms the medial portions of the orbits and the roof of the nasal cavity |{[60,64],MD},{[72,84],DT},Component-Whole
He has released a photocopy of his original birth certificate |{[50,61],VBP},{[44,49],NN},Message-Topic
Regardless I got my life back sadness from divorce is GONE I am thrilled I am not bleeding dont need red shorts to walk my daughter to the park|{[43,50],NN},{[30,37],DT},Cause-Effect
After some time the acids caused a white spot on the tooth where they dissolved some of the enamel|{[20,25],NN},{[41,45],NN},Other
She is the village bank president for a village bank loan group consisting of eight people |{[84,90],NN},{[58,63],NN},Member-Collection
He is personally responsible for the carnage that has been caused by the fight |{[73,78],NN},{[37,44],DT},Cause-Effect
He has highlighted some important issues with regard to the abilities of firefighters|{[34,40],VBP},{[60,69],NN},Other
He has been used to promote many issues to do with animal welfare and has also helped raise funds for many of the service charities|{[33,39],VBP},{[51,65],NN},Other
Hundreds of years ago the island was almost discovered by an explorer called Marco Polo|{[26,32],VBP},{[61,69],NNP},Other
We drained the liquid into the container |{[15,21],NN},{[31,40],VBP},Entity-Destination
This add on uses an intermediate form to declare the latex/pdflatex rendering options |{[33,37],MD},{[78,85],NN},Message-Topic
The decline of the old ideologies has made many of the old Left-Right arguments redundant|{[4,11],NN},{[70,79],NN},Other
They found that after the protein was manufactured in the nucleus  it traveled outward through the cell's many branching dendrites and eventually settled in|{[26,33],NN},{[58,65],JJ},Entity-Origin
The size of the issue was increased from its initial amount of US$750 million following strong market interest|{[4,8],NN},{[53,59],NN},Other
Peters's pain and symptoms were caused by the automobile accident |{[57,65],JJ},{[9,13],DT},Cause-Effect
These acts declared principles and established policies in the only way it has ever been successfully done|{[6,10],JJ},{[20,30],NN},Message-Topic
The dinner  cooked by his gorgeous fiance  was beautiful|{[4,10],NN},{[35,41],VBZ},Product-Producer
Egyptian archaeologists discovered a new set of tombs belonging to the workers who built the great pyramids shedding light on how the labourers lived and ate more than 4000 years ago|{[48,53],MD},{[41,44],NN},Member-Collection
The epidemic is spreading into areas and countries where until recently there was little or no HIV present|{[4,12],NN},{[31,36],NN},Entity-Destination
He was the muster-spirit of that glorious pleiad of warriors and sailors who at that epoch used to swarm the Indian seas|{[52,60],DT},{[42,48],NN},Member-Collection
ProVention has supported the development of a series of IFRC studies on rebuilding and reconstruction after the tsunami to identify lessons learned in promoting and strengthening community roles in the rebuilding process|{[87,101],NN},{[112,119],NN},Other
The temporomandibular joints are the two jaw joints  one at each side of the face|{[22,28],NN},{[41,44],DT},Component-Whole
The excerpt was speaking about the average processing times of Social Security Disability decisions by these aforementioned offices|{[4,11],NNP},{[54,59],NN},Message-Topic
Last week the city had patched up the offending section of roadway|{[14,18],NN},{[48,55],NN},Other
The origin of the word thong is from the Old English thwong |{[18,22],MD},{[53,59],NN},Entity-Origin
It is the oldest and largest international research consortium aimed at understanding the challenges facing the global automotive industry |{[90,100],VBP},{[130,138],VBP},Other
The backflap was in a suitcase in the trunk of the car|{[4,12],DT},{[22,30],NN},Content-Container
The clip on the back of the little plastic puck like holder is handy for clipping onto your belt backpack arm band or lady's bag strap|{[4,8],NN},{[53,59],MD},Component-Whole
